Region,Node Name,Uplink,Trunk,OM,SIP,HSI,IPOE,H248,RTP,AG1,AG2,Auth IP,UnAuth IP,OM VCID,SIP VCID,HSI VCID,HSI AGG,HSI Interface,BNG,BNG Port,HSI VSI,SIP IP,SIP AGG,SIP Interface,SIP VSI
MIN,ALR_001_GPONA_01,ALORAN-MIN297-TRS_DC_MAN-R6R6_L97-01,Eth-Trunk7||GE0/1/1(10G),3595,4019,3190,400,-,-,10.175.0.49,10.175.0.47,10.56.0.0/22,10.74.0.0/24,25006814|26006814,25006815|26006815,25006816|26006816,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.3190,CDO_CDO_BNG_002,ET-5/1/0,HSI-90003190,100.67.144.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4019,SIP-90004019
MIN,ALU_001_GPONA_01,ALUBIJ-MIN331-TRS_DC_MAN-R0R1_L69-01,Eth-Trunk1||GE0/1/2(10G)|GE0/2/2(10G),3230,3543,3564,400,-,-,10.175.0.2,10.175.0.7,100.104.56.0/22,100.124.14.0/24,25004377|26004377,25004378|26004378,25004379|26004379,-,-,-,-,-,100.100.128.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3543,SIP-90003543
MIN,ALU_001_GPONA_02,ALUBIJ-MIN331-TRS_DC_MAN-R0R1_L69-01,Eth-Trunk7||GE0/2/3(10G),733,3068,3069,400,-,-,10.175.0.2,10.175.0.7,10.160.96.0/22,10.196.216.0/24,25007490|26007490,25007491|26007491,25007492|26007492,BTN-FMAGG-001-MIN1347,100GE1/0/31.3069,BTN_BTN_CGN_001_IPOE,ET-1/0/2,HSI-90003069,100.95.192.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3068,SIP-90003068
MIN,AUR_001_GPONA_01,AURORA_TDCAN_T950D_01_MIN790,Eth-Trunk1||GE0/3/2(10G),3236,3549,3565,400,-,-,10.175.0.45,10.175.0.2,10.45.228.0/22,10.190.249.0/24,25004383|26004383,25004384|26004384,25004385|26004385,DAVCLS-FMAGG-001-MIN2031,100GE1/1/16.3565,DVO_DVO_BNG_001,ET-5/1/0,HSI-90003565,100.100.16.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3549,SIP-90003549
MIN,AUR_001_GPONA_02,AURORA_TDCAN_T950D_01_MIN790,Eth-Trunk2||GE0/4/1(10G),3596,3513,3730,400,-,-,10.175.0.45,10.175.0.2,10.56.4.0/22,10.74.1.0/24,25007161|26007161,25007162|26007162,25007163|26007163,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.3730,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90003730,100.101.224.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3513,SIP-90003513
MIN,BCO_001_GPONA_01,BACOLD-MIN649-TRS_DC_MAN-R0R6_L47-01,Eth-Trunk7||GE0/1/1(10G),3596,3708,3731,400,-,-,10.175.0.2,10.175.0.45,10.56.8.0/22,10.74.2.0/24,25007146|26007146,25007147|26007147,25007148|26007148,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.3731,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90003731,100.103.64.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3708,SIP-90003708
MIN,BGN_001_GPONA_01,RBAGAN_TDCAN_T980C_01_MIN210,Eth-Trunk4||GE0/4/1(10G)|GE0/4/2(10G),3594,3535,893,400,-,-,10.175.0.33,10.175.0.32,10.56.12.0/22,10.74.3.0/24,25005588|26005588,26005589,25005590|26005590,ALWANA-FMAGG-001-MIN1092,100GE2/0/20.893,CDO_CDO_CGN_003_IPOE,ET-1/0/2,HSI-90000893,100.100.192.0/21,DAVCLS-FMAGG-001-MIN2031,VE1/0/0.3535,SIP-90003535
MIN,BIO_001_GPONA_01,BLING1_TDCAN_T980C_01_MIN1237,Eth-Trunk7||GE0/3/1(10G),733,3297,3296,400,-,-,10.175.0.3,10.175.0.41,10.6.220.0/22,10.7.37.0/24,25008474|26008474,25008475|26008475,25008476|26008476,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.3296,CDO_CDO_BNG_002,ET-5/1/0,HSI-90003296,10.56.136.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3297,SIP-90003297
MIN,BLI_001_GPONA_01,BLNGSG_TDCAN_T980C_01_MIN725,Eth-Trunk7||GE0/3/2(10G)|GE0/4/2(10G),3230,3543,3564,400,-,-,10.175.0.3,10.175.0.41,10.45.140.0/22,10.190.227.0/24,25004395|26004395,25004396|26004396,25004397|26004397,-,-,-,-,-,100.100.128.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3543,SIP-90003543
MIN,BNG_001_GPONA_01,BANGA_TDCAN_T980C_01_MIN754,Eth-Trunk7||GE0/3/1(10G)|GE0/7/0(10G),1200,3732,3734,400,-,-,10.175.0.64,10.175.0.65,10.56.16.0/22,10.74.4.0/24,25007670|26007670,25007671|26007671,25007672|26007672,BTN-FMAGG-002-MIN1347,100GE2/0/4.3734,BTN_BTN_CGN_001_IPOE,ET-11/1/2,HSI-90003734,100.103.96.0/19,DAVCLS-FMAGG-002-MIN2031,VE1/0/0.3732,SIP-90003732
MIN,BNI_001_GPONA_01,MBONIF_TDCAN_T980C_01_MIN301,Eth-Trunk7||GE0/3/1(10G),732,3289,3288,400,-,-,10.175.0.45,10.175.0.48,10.152.24.0/21,10.191.198.0/23,25008230|26008230,25008231|26008231,25008232|26008232,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.3288,CDO_CDO_BNG_002,ET-5/1/0,HSI-90003288,10.56.128.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3289,SIP-90003289
MIN,BNV_001_GPONA_01,BUENA_TDCAN_T980C_01_MIN622,Eth-Trunk7||GE0/3/1(10G),3595,4007,4015,400,-,-,10.175.0.42,10.175.0.4,10.56.20.0/22,10.74.5.0/24,25006978|26006978,25006979|26006979,25006980|26006980,BTN-FMAGG-001-MIN1347,100GE1/0/32.4015,BTN_BTN_CGN_002_IPOE,ET-1/0/2,HSI-90004015,100.67.160.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4007,SIP-90004007
MIN,BNV_901_GPONA_01,BNV_901-MIN2599-ATN910C-01,Eth-Trunk4||GE0/2/5(10G)|GE0/2/6(10G),3595,3262,3751,400,-,-,10.175.0.42,10.175.0.4,10.58.0.0/19,10.74.128.0/21,25006820|26006820,25006821|26006821,25006822|26006822,BTN-FMAGG-002-MIN1347,100GE2/0/4.3751,BTN_BTN_CGN_001_IPOE,ET-11/1/2,HSI-90003751,100.67.48.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3262,SIP-90003262
MIN,BNW_001_GPONA_01,BNAWAN-MIN627-TRS_DC_AG-R5-01,Eth-Trunk7||GE7/1/5(10G),3595,3227,3228,400,-,-,-,-,10.56.24.0/22,10.74.6.0/24,-,-,-,BTN-FMAGG-002-MIN1347,100GE2/0/4.3228,BTN_BTN_CGN_001_IPOE,ET-11/1/2,HSI-90003228,100.67.96.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3227,SIP-90003227
MIN,BNY_001_GPONA_01,BANAY_TDCAN_T980C_01_MIN212,Eth-Trunk7||GE0/3/1(10G)|GE0/3/2(10G),1200,3067,3066,400,-,-,10.175.0.29,10.175.0.30,10.220.48.0/21,10.223.12.0/23,25007997|26007997,25007998|26007998,25007999|26007999,DAVCLS-FMAGG-002-MIN2031,100GE1/1/3.3066,DVO_DVO_CGN_002_IPOE,ET-11/1/2,HSI-90003066,100.103.224.0/20,DAVCLS-FMAGG-001-MIN2031,VE1/0/0.3067,SIP-90003067
MIN,BRB_001_GPONA_01,BAROBO-MIN498-TRS_DC_AG-R4-01,Eth-Trunk7||GE2/0/7(10G),3595,3736,3597,400,-,-,-,-,10.56.28.0/22,10.74.7.0/24,-,-,-,BTN-FMAGG-001-MIN1347,100GE1/0/32.3597,BTN_BTN_CGN_002_IPOE,ET-1/0/2,HSI-90003597,100.103.80.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3736,SIP-90003736
MIN,BRY_001_GPONA_01,BAROY-MIN701-TRS_DC_MAN-R0R6_L47-01,Eth-Trunk7||GE0/1/1(10G)|GE0/1/2(10G),3596,3708,3731,400,-,-,10.175.0.2,10.175.0.45,10.56.32.0/22,10.74.8.0/24,25007158|26007158,25007159|26007159,25007160|26007160,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.3731,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90003731,100.103.64.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3708,SIP-90003708
MIN,BSL_001_GPONA_01,BAREMANGBISLIGSDS _TDCAN_T980C_01_MIN514,Eth-Trunk2||GE0/3/2(10G),3595,3533,3569,400,-,-,10.175.0.34,10.175.0.35,10.110.12.0/22,10.191.3.0/24,25005021|26005021,25005022|26005022,25005023|26005023,BTN-FMAGG-002-MIN1347,100GE2/0/4.3569,BTN_BTN_CGN_001_IPOE,ET-11/1/2,HSI-90003569,100.100.208.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3533,SIP-90003533
MIN,BSL_001_GPONA_02,BAREMANGBISLIGSDS _TDCAN_T980C_01_MIN514,Eth-Trunk8||GE0/3/1(10G),734,2055,2056,400,-,-,10.175.0.34,10.175.0.35,10.249.16.0/21,10.101.220.0/23,25009562|26009562,25009563|26009563,25009564|26009564,BTN-FMAGG-001-MIN1347,100GE1/0/32.2056,BTN_BTN_CGN_002_IPOE,ET-1/0/2,HSI-90002056,10.57.32.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2055,SIP-90002055
MIN,BSL_002_GPONA_01,BISLIG(exMANGAG)_TDCAN_T980C_01_MIN781,Eth-Trunk7||GE0/4/1(10G)|GE0/4/2(10G),3595,3736,3597,400,-,-,10.175.0.34,-,10.56.36.0/22,10.74.9.0/24,25006187,25006188,25006189,BTN-FMAGG-001-MIN1347,100GE1/0/32.3597,BTN_BTN_CGN_002_IPOE,ET-1/0/2,HSI-90003597,100.103.80.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3736,SIP-90003736
MIN,BSL_002_GPONA_02,BISLIG(exMANGAG)_TDCAN_T980C_01_MIN781,Eth-Trunk8||GE0/3/2(10G),3595,3736,3597,400,-,-,10.175.0.34,-,10.96.56.0/21,10.100.198.0/23,25007200,25007201,25007202,BTN-FMAGG-001-MIN1347,100GE1/0/32.3597,BTN_BTN_CGN_002_IPOE,ET-1/0/2,HSI-90003597,100.103.80.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3736,SIP-90003736
MIN,BSL_004_GPONA_01,KAHAYBISLIGSDS_TDCAN_T980C_01_MIN517,Eth-Trunk7||GE0/3/1(10G),734,2055,2056,400,-,-,10.175.0.35,10.175.0.34,10.95.144.0/21,10.100.164.0/23,25009135|26009135,25009136|26009136,25009137|26009137,BTN-FMAGG-001-MIN1347,100GE1/0/32.2056,BTN_BTN_CGN_002_IPOE,ET-1/0/2,HSI-90002056,10.57.32.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2055,SIP-90002055
MIN,BTN_001_GPONA_01,BTN_001_TDCAN_T910D_01_MIN632,Eth-Trunk3||GE0/2/6(10G)|GE0/2/7(10G),377,1253,378,400,-,-,10.175.0.41,10.175.0.42,10.3.80.0/20,-,25002547|26002547,25002549|26002549,25002548|26002548,BTN-FMAGG-002-MIN1347,100GE2/0/5.378,BTN_BTN_CGN_002_IPOE,ET-11/1/2,HSI-378,100.123.96.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.1253,SIP-1253
MIN,BTN_001_GPONA_02,BUTUA3_TDCAN_T980C_01_MIN632,Eth-Trunk7||GE0/1/5|GE0/1/6|GE0/3/3(10G),3230,3534,896,400,-,-,10.175.0.41,10.175.0.3,10.160.144.0/22,10.196.228.0/24,25005226|26005226,25005227|26005227,25005228|26005228,BTN-FMAGG-001-MIN1347,100GE1/0/31.896,BTN_BTN_CGN_001_IPOE,ET-1/0/2,HSI-90000896,100.100.200.0/21,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3534,SIP-90003534
MIN,BTN_001_GPONA_03,BUTUA3_TDCAN_T980C_01_MIN632,Eth-Trunk8||GE0/3/1(10G),733,4071,3228,400,-,-,10.175.0.41,10.175.0.3,10.57.164.0/22,10.74.105.0/24,25007435|26007435,25007436|26007436,25007437|26007437,BTN-FMAGG-002-MIN1347,100GE2/0/4.3228,BTN_BTN_CGN_001_IPOE,ET-11/1/2,HSI-90003228,100.127.48.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4071,SIP-90004071
MIN,BTN_002_GPONA_01,BUTUAN_TDCAN_T950C_01_MIN623,Eth-Trunk8||GE0/2/1(10G)|GE0/2/2(10G),3230,3534,896,400,-,-,10.175.0.42,10.175.0.4,10.160.148.0/22,10.198.229.0/24,25005405|26005405,25005406|26005406,25005407|26005407,BTN-FMAGG-001-MIN1347,100GE1/0/31.896,BTN_BTN_CGN_001_IPOE,ET-1/0/2,HSI-90000896,100.100.200.0/21,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3534,SIP-90003534
MIN,BTN_003_GPONA_01,ROBBUTUAN_TDCAN_T950C_01_MIN1680,Eth-Trunk7||GE0/2/2(10G)|GE0/2/3(10G),3230,3534,896,400,-,-,10.175.0.41,10.175.0.42,10.45.184.0/22,10.190.238.0/24,25004839|26004839,25004840|26004840,25004841|26004841,BTN-FMAGG-001-MIN1347,100GE1/0/31.896,BTN_BTN_CGN_001_IPOE,ET-1/0/2,HSI-90000896,100.100.200.0/21,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3534,SIP-90003534
MIN,BTN_003_GPONA_02,ROBBUTUAN_TDCAN_T950C_01_MIN1680,Eth-Trunk8||GE0/1/1(10G)|GE0/2/0(10G),3595,3515,3724,400,-,-,10.175.0.41,10.175.0.42,10.58.32.0/19,10.74.136.0/21,25005931|26005931,25005932|26005932,25005933|26005933,BTN-FMAGG-002-MIN1347,100GE2/0/4.3724,BTN_BTN_CGN_001_IPOE,ET-11/1/2,HSI-90003724,100.101.128.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3515,SIP-90003515
MIN,BTN_005_GPONA_01,ROSALE_TDCAN_T980C_01_MIN35,Eth-Trunk2||GE0/3/1(10G)|GE0/4/1(10G),3595,3523,896,400,-,-,10.175.0.41,10.175.0.3,10.45.172.0/22,10.190.235.0/24,25004916|26004916,25004917|26004917,25004918|26004918,BTN-FMAGG-001-MIN1347,100GE1/0/31.896,BTN_BTN_CGN_001_IPOE,ET-1/0/2,HSI-90000896,100.100.124.0/23,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3523,SIP-90003523
MIN,BTN_006_GPONA_01,VKNANG_TDCAN_T980C_01_MIN27,Eth-Trunk7||GE0/3/1(10G),734,2107,2108,400,-,-,10.175.0.41,10.175.0.3,10.97.160.0/19,10.101.24.0/21,25009300|26009300,25009301|26009301,25009302|26009302,BTN-FMAGG-002-MIN1347,100GE2/0/4.2108,BTN_BTN_CGN_001_IPOE,ET-11/1/2,HSI-90002108,10.131.192.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2107,SIP-90002107
MIN,BTN_006_GPONA_02,VKNANG_TDCAN_T980C_01_MIN27,Eth-Trunk8||GE0/4/1(10G),734,2107,2108,400,-,-,10.175.0.41,10.175.0.3,10.98.64.0/21,10.101.64.0/23,25009361|26009361,25009362|26009362,25009363|26009363,BTN-FMAGG-002-MIN1347,100GE2/0/4.2108,BTN_BTN_CGN_001_IPOE,ET-11/1/2,HSI-90002108,10.131.192.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2107,SIP-90002107
MIN,BTN_007_GPONA_01,DOONGA_TDCAN_T980C_01_MIN43,Eth-Trunk7||GE0/3/1(10G),733,3262,3751,400,-,-,10.175.0.41,10.175.0.3,10.57.168.0/22,10.74.106.0/24,25006323|26006323,25006324|26006324,25006325|26006325,BTN-FMAGG-002-MIN1347,100GE2/0/4.3751,BTN_BTN_CGN_001_IPOE,ET-11/1/2,HSI-90003751,100.67.48.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3262,SIP-90003262
MIN,BTN_008_GPONA_01,SUMILI_TDCAN_T980C_01_MIN1217,Eth-Trunk7||GE0/3/1(10G),733,3262,3751,400,-,-,10.175.0.41,10.175.0.40,10.152.112.0/21,10.191.220.0/23,25006317|26006317,25006318|26006318,25006319|26006319,BTN-FMAGG-002-MIN1347,100GE2/0/4.3751,BTN_BTN_CGN_001_IPOE,ET-11/1/2,HSI-90003751,100.67.48.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3262,SIP-90003262
MIN,BTN_009_GPONA_01,AMPAYON REGEN-MIN1347-TRS_DC_AG-R5-01,Eth-Trunk7||GE2/1/8(10G)|GE2/1/9(10G),3595,3262,3751,400,-,-,-,-,10.58.64.0/19,10.74.144.0/21,-,-,-,BTN-FMAGG-002-MIN1347,100GE2/0/4.3751,BTN_BTN_CGN_001_IPOE,ET-11/1/2,HSI-90003751,100.67.48.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3262,SIP-90003262
MIN,BTN_011_GPONA_01,TALIGABUTUAN-MIN1594-TRS_DC_MAN-R5R5_L122-01,Eth-Trunk7||GE0/1/1(10G),734,3287,3286,400,-,-,10.175.0.41,10.175.0.39,10.197.200.0/21,10.202.10.0/23,25009216|26009216,25009217|26009217,25009218|26009218,BTN-FMAGG-001-MIN1347,100GE1/0/31.3286,BTN_BTN_CGN_001_IPOE,ET-1/0/2,HSI-90003286,10.56.112.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3287,SIP-90003287
MIN,BTN_012_GPONA_01,BANCASBUTUAN_TDCAN_T980C_01_MIN1503,Eth-Trunk7||GE0/5/1(10G),1220,2107,2108,400,-,-,10.175.0.41,10.175.0.3,10.97.224.0/21,10.101.40.0/23,25009355|26009355,25009356|26009356,25009357|26009357,BTN-FMAGG-002-MIN1347,100GE2/0/4.2108,BTN_BTN_CGN_001_IPOE,ET-11/1/2,HSI-90002108,10.131.192.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2107,SIP-90002107
MIN,BTN_013_GPONA_01,DUMALA-MIN34-TRS_DC_MAN-R0R5_L77-01,Eth-Trunk7||GE0/1/2(10G),734,2107,2108,400,-,-,10.175.0.41,10.175.0.3,10.97.232.0/21,10.101.42.0/23,25009330|26009330,25009331|26009331,25009332|26009332,BTN-FMAGG-002-MIN1347,100GE2/0/4.2108,BTN_BTN_CGN_001_IPOE,ET-11/1/2,HSI-90002108,10.131.192.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2107,SIP-90002107
MIN,BTN_014_GPONA_01,BAYANI_TDCAN_T980C_01_MIN20,Eth-Trunk7||GE0/3/2(10G),734,2107,2108,400,-,-,10.175.0.41,10.175.0.3,10.97.208.0/21,10.101.36.0/23,25009407|26009407,25009408|26009408,25009409|26009409,BTN-FMAGG-002-MIN1347,100GE2/0/4.2108,BTN_BTN_CGN_001_IPOE,ET-11/1/2,HSI-90002108,10.131.192.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2107,SIP-90002107
MIN,BTN_015_VDB_01,SMBUTUAN-MIN2809-TRS_DC_MAN-R0R5_L79-01,Eth-Trunk3||GE0/1/1(10G),666,631,1085,400,-,-,10.175.0.42,10.175.0.4,10.199.97.0/24,10.202.48.64/26,25010210|26010210,25010211|26010211,25010212|26010212,BTN-FMAGG-001-MIN1347,100GE1/0/32.1085,BTN_BTN_CGN_002_IPOE,ET-1/0/2,HSI-1085,100.118.252.0/23,ALWANA-FMAGG-001-MIN1092,VE1/0/0.631,SIP-631
MIN,BTN_609_GPONA_01,BTN-609_TDCAN_T910C_01_MIN985,Eth-Trunk6||GE0/2/5(10G),733,4075,4076,400,-,-,10.175.0.41,10.175.0.42,10.57.172.0/22,10.74.107.0/24,25004455|26004455,25004457|26004457,25004456,BTN-FMAGG-002-MIN1347,100GE2/0/5.4076,BTN_BTN_CGN_002_IPOE,ET-11/1/2,HSI-90004076,100.127.16.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4075,SIP-90004075
MIN,BTN_609_HYB_01,BTN-609_TDCAN_T910C_01_MIN985,Eth-Trunk3||GE0/2/4(10G),1084,584,"586
1085",400,-,-,10.175.0.41,10.175.0.42,10.44.60.0/22,10.190.143.0/24,25004105|26004105,25004108|26004108,"586: 25004106|26004106
1085: 25004107|26004107","-
BTN-FMAGG-001-MIN1347","-
100GE1/0/32.1085","-
BTN_BTN_CGN_002_IPOE","-
ET-1/0/2","-
HSI-1085",100.104.64.0/21,ALWANA-FMAGG-002-MIN1092,VE1/0/0.584,SIP-584
MIN,BTN_703_VDB_01,BTN-703_TDCAN_T910B_01_MIN1680,Eth-Trunk3||GE0/2/19|GE0/2/20,666,623,1085,400,-,-,10.175.0.41,10.175.0.42,10.152.17.64/26,10.191.196.80/28,25004095|26004095,25004097|26004097,25004096|26004096,BTN-FMAGG-001-MIN1347,100GE1/0/32.1085,BTN_BTN_CGN_002_IPOE,ET-1/0/2,HSI-1085,100.126.32.0/22,ALWANA-FMAGG-001-MIN1092,VE1/0/0.623,SIP-623
MIN,BTN_905_GPONA_01,BTN_905_TDCAN_T910C_01_MIN1911,Eth-Trunk7||GE0/2/4(10G),1220,4007,4076,400,-,-,10.175.0.42,10.168.56.225,10.221.64.0/21,10.223.80.0/23,25008027|26008027,25008028|26008028,25008029|26008029,BTN-FMAGG-002-MIN1347,100GE2/0/5.4076,BTN_BTN_CGN_002_IPOE,ET-11/1/2,HSI-90004076,100.67.160.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4007,SIP-90004007
MIN,BTN_906_GPONA_01,BTN_906_TDCAN_T910CB_01_MIN1901,Eth-Trunk3||GE0/2/4(10G),733,4075,4076,400,-,-,10.168.56.225,10.175.0.42,10.57.176.0/22,10.74.108.0/24,25007188|26007188,25007189|26007189,25007190|26007190,BTN-FMAGG-002-MIN1347,100GE2/0/5.4076,BTN_BTN_CGN_002_IPOE,ET-11/1/2,HSI-90004076,100.127.16.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4075,SIP-90004075
MIN,BTN_906_GPONA_02,BTN_906_TDCAN_T910CB_01_MIN1901,Eth-Trunk8||GE0/2/5(10G),1220,3281,3280,400,-,-,10.168.56.225,10.175.0.42,10.221.172.0/22,10.223.107.0/24,25008142|26008142,25008143|26008143,25008144|26008144,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.3280,CDO_CDO_BNG_002,ET-5/1/0,HSI-90003280,10.56.40.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3281,SIP-90003281
MIN,BTN_907_GPONA_01,BTN_907_TDCAN_T910CB_01_MIN1906,Eth-Trunk3||GE0/2/4(10G),3595,3515,3724,400,-,-,10.168.56.225,10.175.0.42,10.56.40.0/22,10.74.10.0/24,25006327|26006327,25006328|26006328,25006329|26006329,BTN-FMAGG-002-MIN1347,100GE2/0/4.3724,BTN_BTN_CGN_001_IPOE,ET-11/1/2,HSI-90003724,100.101.128.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3515,SIP-90003515
MIN,BTN_907_GPONA_02,BTN_907_TDCAN_T910CB_01_MIN1906,Eth-Trunk8||GE0/2/5(10G),1220,3281,3280,400,-,-,10.168.56.225,10.175.0.42,10.221.176.0/22,10.223.108.0/24,25008109|26008109,25008110|26008110,25008111|26008111,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.3280,CDO_CDO_BNG_002,ET-5/1/0,HSI-90003280,10.56.40.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3281,SIP-90003281
MIN,BTN_909_GPONA_01,BTN_909_TDCAN_T910C_01_MIN1905,Eth-Trunk7||GE0/2/3(10G),1220,3287,3286,400,-,-,10.175.0.42,10.168.56.225,10.131.200.0/21,10.109.104.0/23,25008776|26008776,25008777|26008777,25008778|26008778,BTN-FMAGG-001-MIN1347,100GE1/0/31.3286,BTN_BTN_CGN_001_IPOE,ET-1/0/2,HSI-90003286,10.56.112.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3287,SIP-90003287
MIN,BTN_914_GPONA_01,SLCALO_TDCAN_T950C_01_MIN39,Eth-Trunk7||GE0/2/1(10G),3595,3262,3751,400,-,-,10.175.0.41,10.175.0.3,10.56.44.0/22,10.74.11.0/24,25010046|26010046,25010047|26010047,25010048|26010048,BTN-FMAGG-002-MIN1347,100GE2/0/4.3751,BTN_BTN_CGN_001_IPOE,ET-11/1/2,HSI-90003751,100.67.48.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3262,SIP-90003262
MIN,BTN_918_GPONA_01,BUTUA2_TDCAN_T980C_02_MIN624,Eth-Trunk6||GE0/3/3(10G)|GE0/4/2(10G),611,3552,896,400,-,-,10.175.0.42,10.175.0.3,10.44.220.0/22,10.190.183.0/24,25004488|26004488,25004489|26004489,25004490|26004490,BTN-FMAGG-001-MIN1347,100GE1/0/31.896,BTN_BTN_CGN_001_IPOE,ET-1/0/2,HSI-90000896,100.102.176.0/21,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3552,SIP-90003552
MIN,BTN_918_GPONA_02,BUTUA2_TDCAN_T980C_02_MIN624,Eth-Trunk8||GE0/4/3(10G),733,3262,3751,400,-,-,10.175.0.42,10.175.0.3,10.57.180.0/22,10.74.109.0/24,25006496|26006496,25006497|26006497,25006498|26006498,BTN-FMAGG-002-MIN1347,100GE2/0/4.3751,BTN_BTN_CGN_001_IPOE,ET-11/1/2,HSI-90003751,100.67.48.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3262,SIP-90003262
MIN,BUG_001_GPONA_01,BUUG_TDCAN_T950D_01_MIN811,Eth-Trunk7||GE0/3/1(10G),3596,3167,"760
4015",400,-,-,10.175.0.46,10.175.0.45,10.56.48.0/22,10.74.12.0/24,25006990|26006990,25006991|26006991,"760: 25010659|26010659
4015: 25006992|26006992","-
BTN-FMAGG-001-MIN1347","-
100GE1/0/32.4015","-
BTN_BTN_CGN_002_IPOE","-
ET-1/0/2","-
HSI-90004015",100.103.208.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3167,SIP-90003167
MIN,BYG_001_GPONA_01,BAYUGA_TDCAN_T980C_01_MIN626,Eth-Trunk8||GE0/5/0(10G),3595,3528,3561,400,-,-,10.175.0.42,10.175.0.39,10.45.240.0/22,10.190.252.0/24,25005027|26005027,25005028|26005028,25005029|26005029,BTN-FMAGG-002-MIN1347,100GE2/0/5.3561,BTN_BTN_CGN_002_IPOE,ET-11/1/2,HSI-90003561,100.100.240.0/22,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3528,SIP-90003528
MIN,BYG_002_GPONA_01,TAGLATAWAN-MIN1553-TRS_DC_MAN-R5R5_L122-01,Eth-Trunk7||GE0/1/1(10G)|GE0/1/3(10G),3595,4007,4015,400,-,-,10.175.0.39,10.175.0.41,10.160.100.0/22,10.196.217.0/24,25007298|26007298,25007299|26007299,25007300|26007300,BTN-FMAGG-001-MIN1347,100GE1/0/32.4015,BTN_BTN_CGN_002_IPOE,ET-1/0/2,HSI-90004015,100.67.160.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4007,SIP-90004007
